Year,Month,Day,AverageDailyPrecipitation[mm/d],AverageDailyStreamflow[m^3/s],AverageDailyTemperature[°C]
1990,5,1,0,1531.4441178588,11.7334
1990,5,2,0,1453.52480234954,13.0999
1990,5,3,0,1426.18242018519,11.3519
1990,5,4,0,1427.65370635417,12.1997
1990,5,5,0,1430.53742724537,13.5117
1990,5,6,1.16721,1421.56846675926,12.4017
1990,5,7,2.33132,1427.46538172454,11.9154
1990,5,8,1.2959,1450.25266190972,11.6821
1990,5,9,1.55345,1483.43310759259,12.8247
1990,5,10,2.55635,1524.31132251157,13.3547
1990,5,11,7.99306,1600.73581127315,11.3176
1990,5,12,1.32164,1688.71872417824,10.9756
1990,5,13,1.66549,1677.00728627315,12.5053
1990,5,14,2.01453,1616.64924247685,12.792
1990,5,15,1.86632,1597.38127880787,13.4628
1990,5,16,0.574767,1588.3299262963,14.6008
1990,5,17,0.974219,1577.04221880787,14.4685
1990,5,18,0.59092,1541.69603988426,13.0557
1990,5,19,0.438573,1501.33571769676,12.2648
1990,5,20,0.41244,1459.02152747685,12.2845
1990,5,21,4.06587,1426.51198828704,13.1623
1990,5,22,1.14143,1463.82380553241,13.725
1990,5,23,1.5707,1479.57245268519,14.5992
1990,5,24,7.9666,1501.40633943287,13.9104
1990,5,25,12.4699,1652.77226049769,9.69214
1990,5,26,0.000895524,1987.36627590278,8.84362
1990,5,27,0.00549553,2086.23670645833,9.05384
1990,5,28,2.38425,1896.89983194444,8.03879
1990,5,29,0,1699.68863385417,6.7861
1990,5,30,0,1564.33030630787,8.65641
1990,5,31,0,1475.00558041667,10.5842
1990,6,1,0.0652281,1401.55897486111,13.1687
1990,6,2,12.7365,1369.84981534722,12.027
1990,6,3,4.83645,1495.25047810185,10.3116
1990,6,4,3.07236,1663.55384554398,10.4391
1990,6,5,8.27984,1753.97320834491,11.9967
1990,6,6,4.53765,1815.24933471065,10.4391
1990,6,7,6.79604,1889.9435909375,12.5523
1990,6,8,11.369,1940.20272646991,10.2262
1990,6,9,7.09245,2139.82683387732,9.03809
1990,6,10,13.5395,2421.94889935185,7.55658
1990,6,11,1.38122,2701.28140625,9.61614
1990,6,12,13.933,2641.81790444444,10.9874
1990,6,13,6.97656,2712.29839708333,10.8917
1990,6,14,6.48462,2797.76246806713,11.5739
1990,6,15,5.43374,2820.137788125,11.042
1990,6,16,1.0765,2742.74813563657,11.4723
1990,6,17,0.0159751,2504.71757407407,13.2581
1990,6,18,2.39953,2272.90172528935,14.0268
1990,6,19,0.208008,2164.74453643519,16.7234
1990,6,20,13.5854,2166.96912112269,16.7228
1990,6,21,2.694,2310.97861134259,14.2279
1990,6,22,7.54876,2398.4200909375,12.863
1990,6,23,5.4252,2443.58269118056,10.7543
1990,6,24,0.174498,2393.07637957176,12.9565
1990,6,25,0,2244.18221927083,16.1724
1990,6,26,0.0228598,2053.56238321759,18.5598
1990,6,27,7.38522,1922.34719752315,18.9919
1990,6,28,4.93244,1975.97263581019,16.9678
1990,6,29,5.3426,2084.76542028935,18.651
1990,6,30,12.938,2147.81886034722,19.8976
1990,7,1,6.30477,2298.70219954861,14.8847
1990,7,2,4.41646,2471.91377765046,12.0272
1990,7,3,21.4154,2745.41999131944,12.0721
1990,7,4,3.99079,3184.66364935185,10.8408
1990,7,5,9.98639,3261.84143663194,12.8427
1990,7,6,3.86141,3146.66915532407,10.4564
1990,7,7,9.77323,2971.24476282407,10.6638
1990,7,8,6.25388,2995.97414075231,12.7519
1990,7,9,12.9969,3382.40451046296,17.7568
1990,7,10,6.53299,3823.23715755787,12.0009
1990,7,11,0.0382291,3754.22795108796,11.4879
1990,7,12,0,3427.7436650463,14.4899
1990,7,13,0.000297919,3181.05017052083,17.3103
1990,7,14,0.00873781,3011.84049079861,15.4726
1990,7,15,0.000114295,2803.88301853009,14.7888
1990,7,16,0.155492,2615.4524562963,17.1324
1990,7,17,7.32892,2543.75962385417,16.3816
1990,7,18,2.19332e-06,2562.73333028935,13.1677
1990,7,19,0,2449.31482209491,13.1287
1990,7,20,0,2276.067933125,15.3753
1990,7,21,0,2107.49384902778,18.0582
1990,7,22,0,1966.48578259259,18.2661
1990,7,23,0.0996503,1854.40908738426,16.992
1990,7,24,0.0305447,1765.03728033565,15.2302
1990,7,25,0.0220316,1690.26063208333,14.9899
1990,7,26,0.659153,1624.99437762731,15.8799
1990,7,27,0.00881632,1563.95365704861,17.0053
1990,7,28,0.00485871,1506.34986096065,18.9148
1990,7,29,1.81365,1453.45418061343,20.5638
1990,7,30,7.53558,1423.7106594213,19.3299
1990,7,31,8.97981,1557.95080947917,18.3495
1990,8,1,0.296442,1731.05645497685,18.7678
1990,8,2,0,1724.22968715278,19.2945
1990,8,3,0,1629.63187163194,18.4847
1990,8,4,0,1519.28540895833,18.2614
1990,8,5,2.92854,1413.52935913194,20.2099
1990,8,6,14.4265,1410.77511142361,15.7073
1990,8,7,4.57818,1638.37719662037,12.0279
1990,8,8,0.466636,1944.13400311343,12.214
1990,8,9,0,1820.41649173611,13.2823
1990,8,10,0.0202541,1586.50553144676,16.0436
1990,8,11,0,1417.81374445602,17.2184
1990,8,12,0.644111,1298.51009158565,18.6535
1990,8,13,2.10691,1219.76685582176,19.1435
1990,8,14,9.90346,1194.69613950231,17.8049
1990,8,15,1.51215,1273.50999700232,15.9475
1990,8,16,8.8214,1418.22570458333,17.6194
1990,8,17,9.30704,1532.04440261574,11.9059
1990,8,18,0.643207,1648.3937128588,12.7636
1990,8,19,0.0614367,1651.35982577546,14.776
1990,8,20,1.09687,1562.56476290509,17.3598
1990,8,21,3.30764,1449.7700800463,13.1233
1990,8,22,0.506794,1371.20339862269,11.4847
1990,8,23,0,1321.93296739583,14.1092
1990,8,24,0,1254.92471011574,16.8738
1990,8,25,7.8468,1191.81241861111,18.4019
1990,8,26,2.25493,1222.19153542824,16.7846
1990,8,27,0.171021,1267.95442042824,17.348
1990,8,28,0.261428,1257.00805133102,17.6565
1990,8,29,0.700243,1209.07943309028,17.9974
1990,8,30,0.326415,1154.95728859259,17.6123
1990,8,31,1.83758,1121.1506635162,14.844
1990,9,1,0.905109,1097.95730834838,12.1665
1990,9,2,1.88942,1065.4689556794,11.9297
1990,9,3,6.66617,1053.25728047685,11.3332
1990,9,4,12.2767,1153.49306459722,12.9716
1990,9,5,1.81547,1379.20719538194,10.085
1990,9,6,2.06533,1474.53476884259,11.1288
1990,9,7,13.4805,1538.29442626157,8.47921
1990,9,8,3.0491,1721.64022349537,8.6248
1990,9,9,0,1807.76343068287,9.91561
1990,9,10,9.48767,1711.43538262731,9.11413
1990,9,11,3.79699,1765.0255100463,8.28029
1990,9,12,0.645561,1791.59105311343,8.68817
1990,9,13,0,1668.08540694444,9.16119
1990,9,14,0.0343045,1497.18080555556,10.6353
1990,9,15,0.19762,1350.9820415162,10.9177
1990,9,16,0.0049108,1242.13040559028,8.92901
1990,9,17,4.52757,1180.06566983796,10.3098
1990,9,18,2.76606,1218.38973196759,8.41993
1990,9,19,0,1280.96059016204,12.2229
1990,9,20,1.66047,1264.48218506944,11.5401
1990,9,21,5.58308,1249.56922846065,9.68978
1990,9,22,18.1123,1518.61450246528,11.131
1990,9,23,14.2227,2002.71473321759,12.5177
1990,9,24,6.12742,2371.00708703704,8.45552
1990,9,25,0.156469,2414.43945474537,7.83627
1990,9,26,0.395975,2206.8115505787,7.861
1990,9,27,0.0737897,1939.14340042824,7.95971
1990,9,28,0,1703.4198155787,7.75805
1990,9,29,0,1539.87164503472,10.8031
1990,9,30,2.62299,1431.23187431713,13.8525
1990,10,1,13.0844,1527.68939555556,14.2703
1990,10,2,0.0909279,1848.30030721065,11.543
1990,10,3,0.140968,1883.01089050926,12.315
1990,10,4,13.9632,1753.74957284722,9.69022
1990,10,5,0.836714,1877.39646248843,7.49919
1990,10,6,7.7194e-05,1922.07648086806,10.6247
1990,10,7,9.19447,1850.68967594907,10.8828
1990,10,8,3.04007,2004.56266864583,6.08579
1990,10,9,0,2047.79494143519,5.53425
1990,10,10,0,1855.11530474537,7.71204
1990,10,11,0,1658.95166240741,9.57313
1990,10,12,0.182417,1506.09091459491,11.9635
1990,10,13,0.092745,1390.48313258102,13.2141
1990,10,14,0,1305.71350866898,12.9497
1990,10,15,0.00290192,1239.92936148148,13.3537
1990,10,16,0.201229,1183.17302622685,12.7549
1990,10,17,0.801278,1134.09680477431,11.645
1990,10,18,1.31116,1096.2988745787,10.8724
1990,10,19,0.0382859,1069.99345490625,9.75215
1990,10,20,2.90281,1045.43003805787,8.79089
1990,10,21,0.0280064,1047.87237309838,5.9708
1990,10,22,0,1047.94534889236,3.72922
1990,10,23,0,1023.83979629977,4.28786
1990,10,24,0,996.040726908565,4.51818
1990,10,25,0.365791,965.620414078704,4.93263
1990,10,26,2.36837,939.59865837963,5.40432
1990,10,27,9.28169,993.519530929398,4.21594
1990,10,28,4.51944,1187.85760138889,5.38877
1990,10,29,12.3333,1345.08512655093,5.31607
1990,10,30,3.28054,1613.63604840278,5.10715
1990,10,31,10.3888,1852.11388096065,5.7043
1990,11,1,5.86754,2010.55374592593,4.63052
1990,11,2,1.44541,2019.54624699074,2.88497
1990,11,3,5.42029,1901.56086652778,1.24902
1990,11,4,4.39959,1798.91217309028,0.981725
1990,11,5,3.40005,1724.94767480324,-0.602724
1990,11,6,0.00107183,1605.70287337963,-1.74737
1990,11,7,0,1466.18963369213,-1.64044
1990,11,8,0,1346.87421053241,-0.365927
1990,11,9,0,1254.3479659375,0.49639
1990,11,10,0.384963,1182.27848423611,1.29512
1990,11,11,6.08437,1144.54411360301,3.27353
1990,11,12,0.126752,1205.44241368056,4.02992
1990,11,13,0.19491,1285.30382693287,3.47561
1990,11,14,5.13047,1276.06414979167,4.12211
1990,11,15,4.34109,1314.12926555556,3.85188
1990,11,16,0.0119253,1395.80330336806,4.27295
1990,11,17,2.34438,1385.9398008912,7.79809
1990,11,18,7.66377,1491.15441740741,6.82677
1990,11,19,8.5141,2027.8678415625,2.93195
1990,11,20,5.61806,2445.771965,4.87596
1990,11,21,6.05409,2410.87305707176,2.41757
1990,11,22,8.66351,2289.83917166667,2.33757
1990,11,23,0.799779,2175.80860842593,2.07138
1990,11,24,0.252001,2087.74330349537,-0.311099
1990,11,25,6.67819,1993.32204231481,2.48203
1990,11,26,0.776179,1881.6808478125,2.00474
1990,11,27,7.71307,1899.85417457176,-0.138902
1990,11,28,0.183744,1917.35659483796,-0.176748
1990,11,29,1.2993,1751.61915047454,-0.250465
1990,11,30,2.85825,1570.29784300926,-2.82834
1990,12,1,0.185719,1422.28645440972,-5.83023
1990,12,2,1.32833,1293.80197584491,-4.27327
1990,12,3,0.0375499,1203.13543696759,-3.01997
1990,12,4,5.76906,1142.07470689699,-1.98111
1990,12,5,4.31502,1106.94274723958,-2.66982
1990,12,6,0.112469,1074.33080653241,-6.22759
1990,12,7,0.070923,1041.52936416667,-8.63141
1990,12,8,0.0323371,1010.52171389815,-6.27284
1990,12,9,3.81013,982.960404351852,-2.54229
1990,12,10,3.84607,981.382008549769,-1.15548
1990,12,11,0.0611421,1048.57741343056,-3.82457
1990,12,12,5.88311,1043.86105848727,-3.16419
1990,12,13,0.748941,979.451681096065,-3.91703
1990,12,14,2.05854,928.674652832176,-3.52045
1990,12,15,0.845546,896.427591094907,-4.83169
1990,12,16,1.12924,877.858782613426,-4.29707
1990,12,17,0.0791088,858.78267466088,-4.74367
1990,12,18,0.198073,843.531910747685,-5.46249
1990,12,19,1.49075,830.412746236111,-4.98787
1990,12,20,0.493371,818.883747815972,-4.91806
1990,12,21,3.78319,809.132063087963,-2.73359
1990,12,22,2.60466,847.771568972222,0.417101
1990,12,23,0.0241414,1034.0105033287,1.02671
1990,12,24,0,1191.48285050926,-1.19934
1990,12,25,0.1683,1155.37513386458,-2.78937
1990,12,26,3.68577,1054.81331272917,-1.87619
1990,12,27,2.50135,1004.98732384491,0.846325
1990,12,28,0.246422,1060.72788312847,-1.5558
1990,12,29,1.29933,1172.22430307176,1.8049
1990,12,30,4.7125,1383.49158070602,3.7336
1990,12,31,4.65541,1753.91435689815,2.82924
1991,1,1,3.15753,1977.42038140046,0.936397
1991,1,2,7.0867,2062.41364081019,1.37765
1991,1,3,0.131075,2170.62968111111,5.1527
1991,1,4,3.33631,2184.41268994213,2.65297
1991,1,5,1.75935,2117.12194571759,0.581094
1991,1,6,1.06001,2058.31758011574,0.855211
1991,1,7,4.77045,2053.39759916667,2.26997
1991,1,8,0.07045,2113.20243936343,1.92991
1991,1,9,0.156531,2091.49802579861,2.1971
1991,1,10,0.257865,1948.01819859954,5.73436
1991,1,11,3.38963,1823.85341622685,5.23784
1991,1,12,6.45809,1827.26680013889,2.10216
1991,1,13,4.03764,1955.78658957176,-0.32457
1991,1,14,0.0587135,2003.40918028935,-1.77852
1991,1,15,0,1911.05949003472,-3.2674
1991,1,16,0,1749.88891793981,-4.50263
1991,1,17,0,1604.60823646991,-5.17786
1991,1,18,0,1491.35451232639,-5.29232
1991,1,19,0.109818,1399.29907930556,-4.07613
1991,1,20,0,1318.42542116898,-3.27792
1991,1,21,1.54786,1246.07345252315,-2.77097
1991,1,22,0,1182.87876899306,-3.70922
1991,1,23,0,1129.4298850463,-3.32406
1991,1,24,0,1084.0318790162,-3.51653
1991,1,25,0,1045.83846709838,-2.73401
1991,1,26,0,1013.48900384375,-3.15166
1991,1,27,0,984.017376335648,-4.08813
1991,1,28,0,957.135212484954,-3.94956
1991,1,29,0,933.062616702546,-5.40242
1991,1,30,0,910.814415769676,-4.8288
1991,1,31,0,890.568341055555,-7.51908
1991,2,1,0,872.060738078704,-8.62514
1991,2,2,0,855.579978928241,-7.77695
1991,2,3,0,841.040140491898,-6.75946
1991,2,4,0.0833989,827.669091788194,-7.26293
1991,2,5,0.747612,815.271446013889,-9.97745
1991,2,6,1.55652,804.196780762732,-14.0317
1991,2,7,0.45575,793.750648962963,-10.8796
1991,2,8,1.0393,784.326178278935,-6.52183
1991,2,9,1.80568,775.479628802083,-4.52966
1991,2,10,4.38452,767.605305225694,-2.2163
1991,2,11,0.333839,760.77853740162,-6.5428
1991,2,12,0.626002,756.069244631944,-7.5339
1991,2,13,1.05504,749.854531854167,-7.6468
1991,2,14,1.4605,743.100739824074,-7.72911
1991,2,15,5.54988,737.460417166667,-6.44867
1991,2,16,4.98007,732.560445709491,-3.5631
1991,2,17,0,727.674598599537,-5.35936
1991,2,18,0,723.619733917824,-4.92513
1991,2,19,0,720.229890584491,-1.69104
1991,2,20,0,730.896126795139,-1.52973
1991,2,21,0.00427283,753.047811355324,-1.91957
1991,2,22,0.221179,770.744441395834,-1.1294
1991,2,23,0.769676,873.630894678241,0.939491
1991,2,24,0,1426.08825787037,4.39545
1991,2,25,0,2051.44373113426,3.96694
1991,2,26,0,2149.83157982639,2.80581
1991,2,27,0.0628994,2010.28302927083,0.859532
1991,2,28,0.306408,1811.63585587963,0.209277
1991,3,1,5.10763e-05,1614.98963167824,0.310024
1991,3,2,1.13737,1469.21459805556,1.85917
1991,3,3,0.768244,1410.15128608796,2.59779
1991,3,4,0,1379.70154753472,2.9787
1991,3,5,0,1335.17454291667,3.84908
1991,3,6,0.0324369,1312.22247868056,4.47526
1991,3,7,0.215208,1340.98906585648,5.28187
1991,3,8,0.294405,1451.51208287037,8.76714
1991,3,9,2.34574,1599.24098452546,7.16125
1991,3,10,0.54087,1699.58270125,4.93512
1991,3,11,0.315995,1711.07050365741,5.02788
1991,3,12,0,1640.48407841435,4.76577
1991,3,13,0,1547.18099472222,3.97124
1991,3,14,0,1464.48294173611,4.275
1991,3,15,0,1383.97416256944,5.66107
1991,3,16,0,1301.65275884259,6.38732
1991,3,17,0.952606,1233.36154002315,6.86444
1991,3,18,2.02528,1194.11939532407,5.98966
1991,3,19,9.67564,1297.2742112037,6.8778
1991,3,20,3.0792,1674.21772769676,8.38614
1991,3,21,0.260634,1903.91492439815,9.93848
1991,3,22,10.411,1923.72432137731,5.8128
1991,3,23,0.627289,1994.51084153935,5.51897
1991,3,24,0,1978.22076107639,8.28629
1991,3,25,2.24123,1845.31065371528,6.54218
1991,3,26,3.4253,1763.40121011574,3.1982
1991,3,27,2.19757,1699.2649034375,0.649147
1991,3,28,2.52076,1639.76609076389,-1.4589
1991,3,29,1.02469,1565.91929537037,-2.12908
1991,3,30,0.164359,1465.9777684838,-0.0553954
1991,3,31,0,1401.91208354167,2.57748
1991,4,1,0.0226894,1366.75422924769,4.72292
1991,4,2,0.000409591,1317.10714876157,7.60869
1991,4,3,4.12058,1274.01611944444,9.08493
1991,4,4,1.90302,1263.62295394676,6.97946
1991,4,5,6.34225,1311.61042363426,5.57629
1991,4,6,0.84093,1413.28218305556,4.99605
1991,4,7,0.442718,1457.99751230324,5.95411
1991,4,8,3.61121,1410.33961071759,5.22453
1991,4,9,0.187721,1419.99124798611,5.42254
1991,4,10,0.000596755,1383.49158070602,6.37753
1991,4,11,0.0102764,1286.99874859954,5.96362
1991,4,12,0.145984,1204.87743979167,7.55353
1991,4,13,0.832226,1141.19899736921,7.36567
1991,4,14,0.187679,1093.54698092824,7.26397
1991,4,15,0,1062.19446118171,7.5554
1991,4,16,4.12844,1067.84773115741,7.65419
1991,4,17,2.2905,1128.03745981597,-0.298813
1991,4,18,5.1467,1142.53139412384,-1.32933
1991,4,19,2.3261,1115.23138500116,-1.17458
1991,4,20,0.507595,1073.56809178241,-0.727738
1991,4,21,0.759999,1021.37980582523,-0.681407
1991,4,22,0.601985,982.62848219213,1.16925
1991,4,23,3.40585,971.106545945602,0.687966
1991,4,24,0.222509,1037.78641215278,1.07295
1991,4,25,0.00421637,1071.37646390509,2.96956
1991,4,26,0,1033.46200784491,5.32709
1991,4,27,0.265812,992.726213427083,6.60775
1991,4,28,2.10132,974.565833986111,7.03848
1991,4,29,1.78527,978.013351737269,6.02307
1991,4,30,2.89673,1008.59374050231,6.72843
1991,5,1,6.20013,1052.14851921991,8.0406
1991,5,2,5.99918,1181.63111832176,5.73006
1991,5,3,10.3752,1407.5500521412,3.31684
1991,5,4,3.72034,1601.23016342593,2.57126
1991,5,5,1.63907,1569.81526114583,3.6988
1991,5,6,4.46161,1416.7191075463,4.18358
1991,5,7,0.586485,1376.0880687037,4.83533
1991,5,8,0.235085,1318.8844624537,6.23513
1991,5,9,0.719531,1211.62181559028,7.76538
1991,5,10,6.31982,1130.7881764375,8.91151
1991,5,11,29.3641,1270.2378565625,7.7694
1991,5,12,6.97991,2130.92849512731,5.74709
1991,5,13,0.019956,2673.96256466435,7.00505
1991,5,14,5.55733,2557.83688991898,8.27215
1991,5,15,2.42562,2368.62948858796,4.82199
1991,5,16,2.08553,2179.85758796296,2.82707
1991,5,17,11.301,2545.31330204861,2.80808
1991,5,18,5.79427,2883.14414702546,3.86531
1991,5,19,2.47067,2951.03517600694,6.08545
1991,5,20,0.0814335,2743.24248778935,7.64794
1991,5,21,0,2671.91453431713,10.9977
1991,5,22,1.33929,2553.95269443287,14.0465
1991,5,23,0.746921,2463.35677729167,8.7972
1991,5,24,1.61798,2487.89783059028,4.44432
1991,5,25,5.87072,2456.44761744213,5.41316
1991,5,26,5.63902,2408.78971585648,5.6375
1991,5,27,0.0205783,2412.92108741898,6.6368
1991,5,28,0,2295.06518013889,8.55655
1991,5,29,0.00144242,2107.42322729167,9.5639
1991,5,30,0,1950.08976952546,10.8651
1991,5,31,0,1813.77804854167,12.7592
1991,6,1,0.553937,1720.28664021991,13.7629
1991,6,2,2.17273,1690.80206539352,12.9216
1991,6,3,5.0264,1744.14501673611,10.8727
1991,6,4,3.9634,1860.6826516088,7.12787
1991,6,5,1.45082,1925.93713577546,7.84068
1991,6,6,7.31886,1919.64003097222,9.30139
1991,6,7,1.90925,1960.31815097222,11.1062
1991,6,8,5.4073,1931.58687466435,10.8234
1991,6,9,2.06345,1957.56390326389,13.2086
1991,6,10,2.25686,1952.43205710648,13.1999
1991,6,11,0.0284585,1931.97529421296,11.9454
1991,6,12,0.982188,1877.09043496528,15.2464
1991,6,13,9.1895,1986.236328125,15.3247
1991,6,14,0.679598,2304.81097972222,12.3027
1991,6,15,1.72101,2325.67970274306,16.4286
1991,6,16,22.0946,2296.7012503588,14.3858
1991,6,17,29.841,2872.73921123843,9.40326
1991,6,18,4.28317,3748.62529335648,8.03135
1991,6,19,1.131,3825.86193208333,8.95287
1991,6,20,5.59774,3306.65092819444,10.297
1991,6,21,0.56219,2963.45283127315,12.7218
1991,6,22,1.94703,2770.63195111111,17.09
1991,6,23,4.06982,2675.81050009259,17.7737
1991,6,24,3.34565,2765.87675421296,17.1804
1991,6,25,0.734786,3034.13341883102,17.8275
1991,6,26,9.57378,3396.68187144676,17.8241
1991,6,27,22.4941,3800.76767518519,11.9109
1991,6,28,6.28904,4304.5713703125,8.91249
1991,6,29,0.732748,4135.91489418982,9.03987
1991,6,30,0,3794.1645428588,12.1751
1991,7,1,0,3567.13920184028,14.9549
1991,7,2,0,3397.36454822917,16.9429
1991,7,3,0,3194.19758372685,17.5493
1991,7,4,0.575932,2973.70475329861,18.2427
1991,7,5,0.775775,2796.29118189815,20.13
1991,7,6,0,2559.53181158565,19.4991
1991,7,7,0.756987,2351.52725815972,20.1959
1991,7,8,4.42308,2199.66698494213,20.2974
1991,7,9,7.46275,2174.49033601852,17.7422
1991,7,10,0.0214573,2229.6929930787,19.3754
1991,7,11,0,2216.86337768519,21.1905
1991,7,12,9.43389,2188.29688542824,22.3913
1991,7,13,6.90267,2231.54092850694,19.5349
1991,7,14,17.0087,2437.36797840278,14.7812
1991,7,15,0.0120913,3031.01429215278,15.8314
1991,7,16,0.250774,3155.0731419213,17.009
1991,7,17,16.7661,3090.5601859838,14.9551
1991,7,18,4.01994,3277.71955696759,15.2503
1991,7,19,1.18479,3172.42254842593,16.5069
1991,7,20,1.15389,2887.18135627315,17.3041
1991,7,21,1.14868,2674.55107913194,16.0262
